0.327357, 0.519845, 0.126390
0.326755, 0.520389, 0.126564
0.325795, 0.519216, 0.125119
0.323538, 0.518724, 0.125457
0.324572, 0.519390, 0.124551
0.324035, 0.518683, 0.123783
0.325422, 0.518213, 0.122640
0.322653, 0.518163, 0.122342
0.322482, 0.516699, 0.122842
0.321664, 0.516798, 0.122080
0.320263, 0.515628, 0.120408
0.321481, 0.515713, 0.120702
0.320666, 0.514992, 0.120666
0.320184, 0.514782, 0.118420
0.318491, 0.514766, 0.119512
0.319622, 0.513428, 0.118199
0.317246, 0.515057, 0.118578
0.318129, 0.512640, 0.117236
0.318721, 0.512188, 0.116131
0.316242, 0.513390, 0.115837
0.316100, 0.512833, 0.116483
0.316106, 0.512415, 0.116203
0.315345, 0.512111, 0.115106
0.314349, 0.511437, 0.115633
0.314919, 0.510644, 0.113925
0.313912, 0.510926, 0.114473
0.314412, 0.510239, 0.113482
0.313302, 0.510877, 0.113447
0.314279, 0.510015, 0.113482
0.312716, 0.509413, 0.112676
0.312633, 0.509434, 0.112602
0.312886, 0.509566, 0.112983
0.311568, 0.508852, 0.111888
0.311977, 0.508507, 0.112269
0.312188, 0.508795, 0.111043
0.310546, 0.508578, 0.111531
0.311090, 0.508026, 0.111658
0.310849, 0.507842, 0.109640
0.310806, 0.507951, 0.110122
0.309682, 0.507040, 0.110453
0.309404, 0.506879, 0.109870
0.309920, 0.506987, 0.109859
0.309585, 0.507014, 0.109225
0.309330, 0.507046, 0.109265
0.309136, 0.507319, 0.108943
0.308523, 0.506908, 0.109219
0.308647, 0.506362, 0.108655
0.308455, 0.506255, 0.108471
0.307888, 0.505751, 0.107996
0.308588, 0.505948, 0.107770
0.307904, 0.505709, 0.107595
0.307153, 0.505771, 0.107682
0.307578, 0.505252, 0.107225
0.306868, 0.505552, 0.107273
0.307250, 0.505734, 0.107655
0.307186, 0.505088, 0.107097
0.306411, 0.505116, 0.106561
0.306779, 0.505075, 0.106850
0.306453, 0.504633, 0.106214
0.306409, 0.504695, 0.105596
0.306551, 0.504520, 0.105741
0.305806, 0.504431, 0.105362
0.305525, 0.504088, 0.105633
0.305352, 0.504195, 0.105590
0.305237, 0.504213, 0.105878
0.305292, 0.504349, 0.105394
0.305264, 0.504122, 0.105125
0.305118, 0.504310, 0.105252
0.305122, 0.503512, 0.104401
0.304807, 0.503806, 0.104858
0.305016, 0.503555, 0.104860
0.304509, 0.503915, 0.104238
0.305051, 0.503164, 0.104705
0.304479, 0.503078, 0.104417
0.304056, 0.503051, 0.104149
0.303911, 0.502661, 0.104262
0.304126, 0.502915, 0.104488
0.303885, 0.502796, 0.103965
0.303970, 0.502903, 0.103880
0.303826, 0.502867, 0.103649
0.303630, 0.503083, 0.103485
0.303398, 0.502839, 0.103705
0.303194, 0.502495, 0.103312
0.303301, 0.502377, 0.103392
0.303443, 0.502556, 0.103213
0.303250, 0.502187, 0.103294
0.302928, 0.502653, 0.103189
0.303084, 0.502483, 0.103224
0.303041, 0.502161, 0.102899
0.302769, 0.501913, 0.102864
0.302858, 0.502332, 0.102685
0.302772, 0.502056, 0.102697
0.300000, 0.500000, 0.100000
0.303974, 0.488677, 0.102862
0.303863, 0.481993, 0.104309
0.314387, 0.468648, 0.107992
0.324853, 0.452136, 0.107468
0.316698, 0.444026, 0.090623
0.320786, 0.435692, 0.093870
0.336056, 0.433414, 0.103233
0.334407, 0.411713, 0.103098
0.330520, 0.401776, 0.102982
0.339544, 0.390007, 0.121426
0.337177, 0.370794, 0.103049
0.340236, 0.371990, 0.105825
0.346642, 0.363945, 0.104700
0.339085, 0.367243, 0.103082
0.342854, 0.347052, 0.098567
0.350666, 0.341956, 0.103312
0.351184, 0.333568, 0.096761
0.358889, 0.322424, 0.099047
0.356201, 0.325285, 0.098124
0.356452, 0.317706, 0.100304
0.368808, 0.312075, 0.108253
0.364602, 0.300760, 0.093606
0.367303, 0.303372, 0.102257
0.364202, 0.289466, 0.094906
0.368592, 0.291050, 0.098568
0.372032, 0.291255, 0.103173
0.369882, 0.277921, 0.100180
0.375437, 0.275197, 0.097104
0.374136, 0.273197, 0.098154
0.376161, 0.268100, 0.101685
0.376590, 0.262241, 0.098261
0.383340, 0.262842, 0.100495
0.380104, 0.257265, 0.100100
0.378882, 0.257661, 0.098626
0.383709, 0.252010, 0.104342
0.380552, 0.254233, 0.101233
0.384158, 0.247233, 0.096217
0.381052, 0.245720, 0.100335
0.383039, 0.245419, 0.098860
0.386376, 0.239813, 0.101411
0.387911, 0.240150, 0.098740
0.387652, 0.239824, 0.099825
0.387842, 0.233609, 0.100740
0.388178, 0.234454, 0.101219
0.387164, 0.232862, 0.098377
0.388762, 0.231924, 0.099566
0.389630, 0.227844, 0.099408
0.391953, 0.226358, 0.099217
0.391541, 0.227164, 0.102031
0.389634, 0.225583, 0.100447
0.392340, 0.224277, 0.098662
0.391998, 0.223182, 0.100935
0.392103, 0.221039, 0.102077
0.393696, 0.220854, 0.100970
0.394391, 0.219884, 0.098628
0.394590, 0.218034, 0.099580
0.393390, 0.219288, 0.101055
0.394132, 0.217240, 0.099434
0.394911, 0.215116, 0.100341
0.395639, 0.215725, 0.100571
0.394830, 0.213800, 0.099343
0.395281, 0.214312, 0.099960
0.394911, 0.213855, 0.097882
0.395098, 0.211938, 0.099357
0.396543, 0.212420, 0.099848
0.397033, 0.211496, 0.099278
0.396393, 0.211159, 0.100907
0.397144, 0.211188, 0.099237
0.396961, 0.209548, 0.099774
0.396616, 0.208826, 0.100064
0.397256, 0.208324, 0.100682
0.397927, 0.207943, 0.099348
0.397350, 0.207871, 0.100507
0.398150, 0.207658, 0.100004
0.396564, 0.207256, 0.099605
0.398053, 0.207113, 0.100179
0.397879, 0.206463, 0.100074
0.397847, 0.206658, 0.099786
0.398085, 0.205747, 0.100024
0.397496, 0.206445, 0.099873
0.398172, 0.205475, 0.100036
0.398436, 0.204757, 0.100201
0.398840, 0.204458, 0.100462
0.398343, 0.204670, 0.099654
0.398346, 0.204252, 0.100573
0.398504, 0.204284, 0.099496
0.398928, 0.204015, 0.099962
0.398843, 0.203688, 0.100140
0.398705, 0.203330, 0.100064
0.398996, 0.203017, 0.099863
0.398959, 0.203090, 0.099956
0.399187, 0.203201, 0.099900
0.398904, 0.202920, 0.099885
0.399027, 0.202504, 0.100159
0.399062, 0.202633, 0.100064
0.398923, 0.202540, 0.099881
0.399265, 0.202206, 0.100149
0.399296, 0.202261, 0.100049
0.399292, 0.202135, 0.100124
0.400000, 0.200000, 0.100000
